"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"unni","The Only Burger - Muslim Owned (Tampines)","Asian","4.9","(9)","Singapore",""
"gyab","Qi Ji (Northshore Plaza)","Nasi Lemak","4.6","(500+)","Singapore",""
"s7iu","Take-Out Salad (Yew Tee Point)","Salads","4.9","(500+)","Singapore",""
"w9xg","Fruit Juice & Fruits (Koufu Yew Tee)","Beverages","4.7","(100+)","Singapore",""
"hzlr","Mizu Express (Northshore Drive)","Japanese","3.4","(37)","Singapore",""
"x6rz","Zijia Yong Tau Foo (MEGA@Woodlands)","Chinese","4","(100+)","Singapore",""
"omks","Little Caesars Pizza (Northshore Plaza)","Pizza","4.6","(100+)","Singapore",""
"uv3w","Eastern Rice Dumpling 东园肉粽 (Choa Chu Kang)","Chinese","1","(1)","Singapore",""
"jj05","Shi Ye Japanese Korean Cuisine ( 39 Woodlands Close)","Japanese","2.4","(7)","Singapore",""
"w3ou","Happiness Sunbo Roasted Delights (Koufu Yew Tee)","Chicken","4.4","(100+)","Singapore",""
"pbds","Fro~Yo! (Yew Tee Point) - Islandwide Delivery","Dessert","5","(1)","Singapore",""
"fmp3","Duck King (Koufu Yew Tee)","Chinese","4.1","(81)","Singapore",""
"bu8y","Koo Kee Restaurant (21 Choa Chu Kang)","Noodles","4.7","(100+)","Singapore",""
"kmio","Swee Heng 1989 Classic (Northshore Plaza)","Bakery","4.8","(31)","Singapore",""
"f86u","Jue Shi Lorong Mee (495 Tampines Avenue 5)","Noodles","4.4","(50)","Singapore",""
"z5do","Hao Zai Lai Japanese & Korean (Koufu Yew Tee)","Japanese","4.6","(100+)","Singapore",""
"zs2s","Fat Baby Rotisserie and Western Cuisine (Cantine by Kopitiam @ Northshore Plaza II)","Western","4.5","(14)","Singapore",""
"v0rv","13 Miles (Sembawang)","Chinese","4.7","(3000+)","Singapore",""
"g1z6","Lepak One Corner by Yassin Kampung (Yishun Industrial Park)","Asian","3.9","(100+)","Singapore",""
"uik6","Gastro Viet Thai (Kopitiam @ Northshore)","Thai","2","(31)","Singapore",""
"ww3o","Jia Yan Seafood 家宴海鲜馆 (Jurong SuperBowl)","Chinese","5","(5)","Singapore",""
"pq6o","One Space Kitchen 壹间小厨 (Tampines)","Chinese","4.2","(34)","Singapore",""
"d3tc","Ah Chew Yong Tau Foo (Kopitiam @ Yew Tee Square)","Yong Tau Foo","4.2","(100+)","Singapore",""
"v5kp","7Th Heaven Ktv & Cafe (Tampines SAFRA)","Pasta","3.9","(100+)","Singapore",""
"fivo","Bakery Degree (New Upper Changi Road)","Pancakes and Waffles","3.9","(14)","Singapore",""
"n1m1","Downstairs (Northshore Drive)","Chinese","4.8","(79)","Singapore",""
"tnvj","Kiev Cuisine & Mala Xiang Guo (Broadway Coffeeshop)","Rice Dishes","4","(28)","Singapore",""
"r8kt","Vs Cafe (Northshore Drive)","Vietnamese","4.8","(28)","Singapore",""
"kif5","xi de li (Tampines Hub)","Chinese","4.2","(51)","Singapore",""
"j5j0","Zhen Neng Zhu Ban Mian & Fish Soup (Super Bowl)","Soups","4.4","(100+)","Singapore",""
"v5ka","Napolizz Pizza (Choa Chu Kang) - Restaurant Delivery","Pizza","4.5","(500+)","Singapore",""
"dtzu","House of White Bee Hoon Signature (Our Tampines Hub) - Islandwide Delivery","Chinese","5","(1)","Singapore",""
"v3oe","Toko Burgers (Our Tampines Hub)","Burgers","4.5","(2000+)","Singapore",""
"vaip","LINA Fishball Noodle (Tampines North)","Noodles","4.1","(22)","Singapore",""
"ap1m","Guru Curry Prata House Indian Restaurant (1001 Yishun)","Asian","4.4","(6)","Singapore",""
"x7qc","Ka Ka Japanese Curry House (Our Tampines Hub)","Curry","4.6","(100+)","Singapore",""
"kwg0","EAT BAR 来吧吃霸  (Jurong West)","Chinese","3.9","(100+)","Singapore",""
"o2gx","Pang Pang Wanton Noodle (Our Tampines Hub)","Chinese","4.4","(100+)","Singapore",""
"u7xg","Wanton Noodles (Yew Tee Square)","Chinese","4.5","(1000+)","Singapore",""
"uvz6","929 Desserts and Bites (SAFRA Tampines)","Dessert","4.7","(38)","Singapore",""
"jn5m","Hong Le Korean & Japanese Cuisine (Northshore Plaza II)","Korean","4.7","(69)","Singapore",""
"y0hj","Shake Shake In A Tub (Our Tampines Hub)","Snacks","4.6","(500+)","Singapore",""
"r108","Kampong House Mini Wok (Superbowl)","Chinese","4.9","(100+)","Singapore",""
"v10z","Chi You Lai Chicken Rice & Roasted Delights (Choa Chu Kang)","Rice Dishes","3.8","(23)","Singapore",""
"j1fc","Indo Express (Kopitiam @ Northshore) - Islandwide Delivery","Indonesian","5","(11)","Singapore",""
"a5qo","The Salad Crunch (Tampines Hub)","Salads","4.8","(100+)","Singapore",""
"gd0a","Fat Baby Chilli Ban Mian (Cantine by Kopitiam @ Northshore Plaza II)","Chicken","4.8","(25)","Singapore",""
"hzfc","Ah Er Soup 阿 2老火汤 (Superbowl) - Islandwide Delivery","Soups","4.7","(50)","Singapore",""
"y9xa","Unicuz Mala Xiang Guo (Jurong Leisure Complex)","Mala Xiang Guo","4.4","(100+)","Singapore",""
"llub","Lau Pa Sat Tze Char (Northshore Plaza II)","Chinese","4","(70)","Singapore",""
"lriu","Al Taj Indian Muslim Food (673B Choa Chu Kang)","Indian","4.7","(100+)","Singapore",""
"g5pq","Guzman Y Gomez (Tampines Hub)","Mexican","4.5","(2000+)","Singapore",""
"j3iq","My Little Coconut (Our Tampines Hub)","Beverages","3.7","(26)","Singapore",""
"pfbb","Sembawang Traditional Claypot Rice (Sembawang) - Islandwide Delivery","Chinese","5","(1)","Singapore",""
"jwcj","Tea Hunters (Sembawang)","Bubble Tea","3.2","(40)","Singapore",""
"wv5s","Nosh Bistro (Sembawang)","International","4","(1)","Singapore",""
"l5xn","Lai Delicious (Sembawang)","Beverages","4.6","(7)","Singapore",""
"vpta","KC’s Momo (Punggol)","Indian","4.5","(81)","Singapore",""
"we3l","Saap Saap Thai (Tampines) - Islandwide Delivery","Thai","4.7","(100+)","Singapore",""
"x3xa","Leaf Corner Vegetarian (Sembawang)","Vegetarian","4.7","(2000+)","Singapore",""
"te2f","Gado & Grill (Our Tampines Hub) - Islandwide Delivery","Indonesian","4.8","(73)","Singapore",""
"e2f1","White Restaurant (Jalan Tampang)","Singaporean","4.6","(100+)","Singapore",""
"tjz2","Curry and spicez (Our Tampines Hub) - Islandwide Delivery","Indian","2.9","(2)","Singapore",""
"ky83","Fruce (Tampines Hub)","Beverages","4.8","(100+)","Singapore",""
"h5yz","Mi Xiang Mix Rice 米香拌饭 (Jalan Tampang)","Japanese","4.2","(100+)","Singapore",""
"vfo6","Ba Jie Pig Trotter Rice 八戒猪脚饭 (Jurong West)","Asian","5","(1)","Singapore",""
"y4jc","Ma Mum To-Go (Our Tampines Hub)","Singaporean","4.6","(500+)","Singapore",""
"x0wr","Hei Sushi (Sembawang) - Restaurant Delivery","Japanese","4.4","(500+)","Singapore",""
"v7se","Just Acia (Sembawang)","Fried Chicken","4.6","(1000+)","Singapore",""
"swa0","Pizza Nation (Tampines) - Islandwide Delivery","Pizza","4","(1)","Singapore",""
"x1ib","The Chef's Place (Choa Chu Kang)","Chicken","4.5","(1000+)","Singapore",""
"j4fv","Kns Thai Muslim Restaurant (Jurong West Avenue 1)","Indian","4.2","(500+)","Singapore",""
"z6bz","Kumamoto Specialities (Jalan Tampang)","Japanese","4.7","(51)","Singapore",""
"owe6","H.Y Bento En (Sembawang)","Japanese","4.4","(36)","Singapore",""
"hv0i","Bukit Panjang Dessert Stall (Victory 8)","Coffee","4.6","(100+)","Singapore",""
"aykm","Pang Zi Durian And Ice Cream House (Jurong West Street 41)","Ice Cream","4.8","(64)","Singapore",""
"v6hi","Mohamed Irshad (693 Woodlands Ave 6)","Singaporean","4.7","(1000+)","Singapore",""
"x9ub","Baker's Brew Studio (Sembawang)","Cakes","4.6","(500+)","Singapore",""
"x9fq","Abang Recipes (Sembawang Shopping Centre)","Singaporean","4.6","(1000+)","Singapore",""
"x1dv","Lao Er Bak Kut Teh 老2肉骨茶 (Yuan Ching)","Rice Dishes","4.4","(100+)","Singapore",""
"y0tg","Tang Tea House (Jurong West)","Singaporean","4.7","(2000+)","Singapore",""
"skol","Joyful Chicken Rice (Tampines)","Asian","4.3","(22)","Singapore",""
"e6pn","Captain Kim Korean BBQ (Tampines Junction)","Korean","4.3","(100+)","Singapore",""
"j5k0","San Wei Claypot Rice Noodle 叁味小锅米线 (28 Gambas Cres)","Chinese","3.4","(11)","Singapore",""
"psxl","Old Changsha Stinky Tofu 老长沙臭豆腐 (28 Gambas Cres)","Chinese","2.1","(10)","Singapore",""
"w9dt","Uncle Dough (Canberra Plaza)","Snacks","3.2","(50)","Singapore",""
"x8tg","Ivan's Carbina (Woodlands Avenue 1)","Japanese","4.8","(500+)","Singapore",""
"ssbr","Do Qoo (Canberra Plaza)","Dessert","4.6","(100+)","Singapore",""
"t7jd","PF Mala Tang Fragrance Pot (Bedok North)","Mala Xiang Guo","3.7","(3)","Singapore",""
"orib","BUER Dumplings 不二水饺 (28 Gambas Cres)","Chinese","4.3","(100+)","Singapore",""
"cnc8","LAO SAN KWAY CHAP (494 Jurong West St 41)","Asian","4.5","(100+)","Singapore",""
"jk2o","Le Tian Tian (28 Gambas Crescent)","Singaporean","4.6","(21)","Singapore",""
"ofwa","Roast Paradise (622A Tampines)","Chinese","3.8","(84)","Singapore",""
"y1fz","KPT Jing Fish Soup (Woodlands)","Seafood","4.4","(100+)","Singapore",""
"ok9f","Yu Dan Fen (Woodlands Drive 14)","Malaysian","4.9","(9)","Singapore",""
"g7w4","AL-Jalal Muslim Cuisine (Tampines)","Indian","4.2","(45)","Singapore",""
"f0hj","Happiness Sunbo Chicken Rice (Canberra Plaza)","Chicken Rice","4.6","(500+)","Singapore",""
"x5qg","Fang Lin Vegetarian (Jurong West Street 41)","Noodles","4.5","(100+)","Singapore",""
"l9jq","Nenek Recipe (Gambas)","Indonesian","4.4","(5000+)","Singapore",""
"tkeh","Great China Mala Xiang Guo (Jurong West St 41)","Chinese","4.8","(34)","Singapore",""
"lg5y","Divine Artisan (Bedok Food City)","Cakes","4.1","(34)","Singapore",""
"d3j9","Bounce Teochew Fishball Noodles (Nordcom) - Islandwide Delivery","Noodles","4.5","(15)","Singapore",""
"w9op","Choy Kee's Seafood Kitchen (Woodlands Avenue 1)","Chinese","4.1","(1000+)","Singapore",""
"e7ip","KNS PRATA HOUSE (PROXIMA)","Indian","1.6","(42)","Singapore",""
"h340","Butter Studio Collective (Gambas)","Cakes","4.2","(54)","Singapore",""
"y3cx","Al Afrida (Jurong West)","Indian","4.5","(100+)","Singapore",""
"fzc9","Ramen King (Canberra Plaza)","Ramen","4.4","(100+)","Singapore",""
"zjmc","Sek Fun Fusion Tzi Char (140 Corporation Drive)","Chinese","3.7","(27)","Singapore",""
"q5yl","Ah Long Pancake 阿龍面煎粿 (Taman Jurong Theatre)","Dessert","4.8","(100+)","Singapore",""
"yxsq","砂锅美食 Claypot Delights (888 Woodlands Drive 50)","Chinese","3.4","(4)","Singapore",""
"a1pk","Yukidon Groups (Woodlands Avenue 1)","Japanese","4.9","(500+)","Singapore",""
"x2fk","Black Bento (Jurong West)","Japanese","4","(500+)","Singapore",""
"xipp","Dian Lao Er Traditional Claypot Delight (Yung Sheng)","Asian","4.8","(6)","Singapore",""
"w3ca","Shen Zhou Mei Shi神州美食 (Woodlands Avenue 1)","Chinese","4.5","(100+)","Singapore",""
"f7f7","Ah Keat Pig's Organ Soup and Kway Chap 阿吉猪什汤粿汁 (Woodlands Dr 50)","Noodles","4.3","(100+)","Singapore",""
"x6em","MOS Burger (Kampung Admiralty)","Burgers","4.7","(4000+)","Singapore",""
"bjzn","Mr Bean (Century Square)","Dessert","4.5","(24)","Singapore",""
"a8fn","Xi Wang Bak Kut Teh 喜旺肉骨茶 (Kampung Admiralty) - Islandwide Delivery","Bak Kut Teh","5","(2)","Singapore",""
"v2ov","Like Pudding  - Kampung Admiralty Hawker Centre (676 Woodlands Drive Ave 1)","Dessert","4.6","(1000+)","Singapore",""
"i0lp","Yu Huang Premium Seafood Soup (Taman Jurong Food House)","Soups","4.3","(99)","Singapore",""
"c6ka","Japanese Korean Cuisine (326 Woodlands)","Japanese","4.9","(100+)","Singapore",""
"vfop","Hua Ma Delights (Woodlands Drive 50)","Porridge","4.3","(100+)","Singapore",""
"ht5b","HAI ZHONG BAO (REVV) (Corporation Drive)","Chinese","4.9","(15)","Singapore",""
"fzdj","Food Leaf (Woodlands)","Indian","4.7","(500+)","Singapore",""
"v5gd","Merhaba Amigo (Kampung Admiralty)","Sushi","4.7","(5000+)","Singapore",""
"x3kk","SHU Vegetarian 蔬方斋 (Woodlands Avenue 1)","Vegetarian","4.8","(1000+)","Singapore",""
"y6pl","Tea Time (Woodlands)","Beverages","4.8","(500+)","Singapore",""
"y1pp","Kota Bali Western (Woodlands Street 32)","Western","4.8","(74)","Singapore",""
"x8rv","Niu B Noodles (Taman Jurong Food House)","Chinese","4.6","(100+)","Singapore",""
"uo4h","Ah Po Hokkien Mee (Century Square)","Fried Rice","4.1","(100+)","Singapore",""
"x8dp","Mr. Sehu Food Palace (Kampung Admiralty Hawker Centre)","Malaysian","4.3","(500+)","Singapore",""
"bklu","Teavana Bubble Tea (Woodlands Drive)","Bubble Tea","4.8","(500+)","Singapore",""
"i9pr","Kpt Heng Heng Fried Kway Teow (313A Sembawang Drive)","Noodles","4.3","(3000+)","Singapore",""
"otb5","ROBOCHEF (Century Square)","Asian","4.2","(21)","Singapore",""
"k0pp","Thai Makan By Thai Dynasty (Admiralty Place)","Thai","4.5","(100+)","Singapore",""
"h2sp","Kenny Rogers Roasters (Century Square)","Western","4.4","(500+)","Singapore",""
"v8xd","Texas Chicken (Century Square)","Fried Chicken","4.3","(5000+)","Singapore",""
"c40t","Ice Bear Western (Sembawang Drive)","Chicken","4.8","(84)","Singapore",""
"y3uj","麻辣香锅 676 Spicy Pot (Kampung Admiralty Hawker Centre)","Mala Xiang Guo","4.3","(500+)","Singapore",""
"tnxg","Ding Feng Teochew Fishball Noodle (421C Northshore Drive)","Noodles","4.1","(16)","Singapore",""
"d06x","Hari Hari Yong Tau Foo (678A Woodlands Avenue 6)","Asian","4.3","(19)","Singapore",""
"w6pg","The Meathouse by 18Chefs (Century Square)","Western","4.6","(100+)","Singapore",""
"erqp","Amigo's (421C Northshore Drive)","Fried Chicken","4.7","(100+)","Singapore",""
"jy06","Food Library Western (Admiralty Place)","Western","4.9","(8)","Singapore",""
"gog8","Bae.Gal By Swee Heng (Century Square)","4945 min","5","(8)","Singapore",""
"prka","Mixue (Century Square)","Beverages","4.7","(84)","Singapore",""
"yza4","Hao Cheng Kee Carrot Cake (Kampung Admiralty Hawker Centre)","Cakes","4.7","(100+)","Singapore",""
"f6zm","888 Wanton Noodle/ Prawn Noodle/ Satay Bee Hoon 888富竹云吞面/虾面/沙爹米粉 (888 Plaza)","Noodles","4","(100+)","Singapore",""
"sktw","Food Junction - The Food Market (Mix & Match)","International","4.3","(66)","Singapore",""
"bezw","A&W® (Admiralty Place)","American","4.6","(100+)","Singapore",""
"x6ga","Day Night Herbal Soup (Kampung Admiralty Hawker Centre)","Soups","4.5","(500+)","Singapore",""
"x0ds","Ji De Chi Dessert 记得吃甜品 (Century Square)","Dessert","4.5","(1000+)","Singapore",""
"yt6c","Al Hajar Classic Indian Muslim food (Woodlands Drive 50)","4945 min","4.7","(10)","Singapore",""
"c0e7","ABC EXPRESS (Admiralty Place)","Indian","4.5","(100+)","Singapore",""
"x3py","Woodlands 888 Rojak (888 Plaza)","Singaporean","4.4","(1000+)","Singapore",""
"jm4v","Arabiaaaa Arabic Cuisine (Century Square)","Middle Eastern","4.4","(91)","Singapore",""
"kdk8","Sambalicious (Century Square)","Seafood","4","(72)","Singapore",""
"v1sd","Jj Sarawak Noodle (Taman Jurong Market & Hawker Centre)","Noodles","4.5","(500+)","Singapore",""
"robs","Xiao La Jiao Mala Hotpot (Koufu West Plaza)","Mala Xiang Guo","4.7","(100+)","Singapore",""
"jvdd","LYFen Pork Trotter Rice 来伊份猪脚饭鸡公煲小炒 (Canberra Crescent)","Chinese","3.8","(3)","Singapore",""
"qatn","Cheng Long Fish Soup (Koufu West Plaza)","Soups","4.7","(100+)","Singapore",""
"wezt","Fitra Chicken Rice (Cantine Corner Admiralty Place)","Singaporean","4.8","(100+)","Singapore",""
"ky04","Chic-A-Boo (Woods Square)","Fried Chicken","4.4","(1000+)","Singapore",""
"rar7","Ayam Penyet Ria (Woodlands Square)","Ayam Penyet","4.6","(2000+)","Singapore",""
"x1cz","PGFN Since 1982 (Sembawang)","Noodles","4.3","(2000+)","Singapore",""
"yiss","Hai Liang Mala Hotpot & Grilled Fish 海亮麻辣香锅烤鱼 (Canberra)","Chinese","2.9","(2)","Singapore",""
"y0ag","Yu Pan (Canberra)","Soups","4.7","(100+)","Singapore",""
"wmip","Spago (Upper Changi)","Pasta","3.8","(88)","Singapore",""
"g5xn","KedaiKueKue (Bedok)","Dessert","4.8","(11)","Singapore",""
"b4wf","Casa Fiesta (Upper Changi)","Filipino","4.5","(100+)","Singapore",""
"bboo","D'Penyetz (Admiralty Place)","Ayam Penyet","4.7","(100+)","Singapore",""
"khn8","Haru Sushi (East Village)","Sushi","4","(11)","Singapore",""
"lq3u","Yangzhou Fried Rice Restaurant (East Village) - Islandwide Delivery","Chinese","4","(1)","Singapore",""
"lsgh","Jumbo Briyani  (Nordcom 1)","Indian","4.8","(46)","Singapore",""
"e1rx","Everything Salmon (Upper Changi)","Seafood","4.6","(100+)","Singapore",""
"bvje","Acheymama (Upper Changi)","Seafood","4.6","(76)","Singapore",""
"u1fa","Chicken Box (Jurong Market)","Chicken","4.3","(100+)","Singapore",""
"ectb","Thai Palace by HT (Woodlands Avenue)","Thai","4.5","(100+)","Singapore",""
"y8zk","Banmian (Koufu Eastlink)","Seafood","4","(55)","Singapore",""
"x0el","Indian Tiffin Center (Taman Jurong Market & Hawker Centre)","Indian","4.3","(100+)","Singapore",""
"dfvz","Loveful 樂福 Chicken Rice (Nordcom One)","Chicken","4.5","(100+)","Singapore",""
"lk3l","OMMAS (Woodlands)","Rice Dishes","4.5","(100+)","Singapore",""
"ke4s","Fish & Chicks (West Plaza Koufu)","Pasta","4.5","(100+)","Singapore",""
"ygl5","Japanese and Korean by Food Project (735 Koufu Pasir Ris)","Japanese","2.8","(26)","Singapore",""
"is5k","Masala Cafe (Nordcom One)","Indian","4.6","(12)","Singapore",""
"w5ou","Kaffe & Toast (Tampines)","Thai","4.5","(3000+)","Singapore",""
"xqpw","Xiao Mei Ban Mian (Woodlands Drive 50)","Soups","4.4","(100+)","Singapore",""
"v0se","Mr. Piglet (Upper Changi)","Western","4.1","(1000+)","Singapore",""
"bnjs","Red Lantern Seafood (365 Sembawang Crescent)","Chinese","4.6","(100+)","Singapore",""
"a71k","The South Indian Kitchen (Upper Changi)","Indian","4.8","(10)","Singapore",""
"pjwe","The White Tiffin  (Woodlands) - Islandwide Delivery","Singaporean","1","(2)","Singapore",""
"jrl3","Rice N Spice (Gambas Cres) - Islandwide Delivery","Indian","5","(2)","Singapore",""
"s916","Taj Kitchen (Taman Jurong Market & Hawker Centre)","Indian","3.8","(100+)","Singapore",""
"vkf9","Rong Fu Food (892C Woodland Dr 50)","Korean","4.3","(39)","Singapore",""
"r4av","Drinks and Desserts ( Koufu Eastlink)","Dessert","3.7","(28)","Singapore",""
"of9y","Mix n Match by Mr.Piglet (Upper Changi Rd)","Asian","4.6","(78)","Singapore",""
"eors","Thaiquet Southern Thai Restaurant (Upper Changi Rd)","Thai","4.5","(13)","Singapore",""
"t3gx","Nuodle Lanzhou Beef Noodle 牛一嘴兰州牛肉拉面 (Woods Square)","Noodles","4.5","(100+)","Singapore",""
"w5kl","Souperstar (Tampines MRT)","Soups","4.8","(1000+)","Singapore",""
"df1t","Cơm phở (Upper Changi)","Pho","4.2","(100+)","Singapore",""
"nitq","Raisugood By Emma's Kitchen (Upper Changi)","Seafood","4.1","(25)","Singapore",""
"hgba","Samurai Japanese Pasta (East Village)","Pasta","4.2","(3)","Singapore",""
"e0qe","Amirtha’s Indian Banana Leaf Restaurant (East Village)","Indian","4.3","(100+)","Singapore",""
"my61","White Express (Tampines)","Chinese","4.6","(100+)","Singapore",""
"dse1","Wangs Roasted Delights (164 Tampines Street 12)","Asian","3.6","(2)","Singapore",""
"n7gi","Pho Street (Woods Square)","Vietnamese","4.6","(500+)","Singapore",""
"f3ai","Hong Kong Street Seafood (Tampines Street 12)","Chinese","4.1","(100+)","Singapore",""
"w8pz","GREAThai (Upper Changi Road)","Thai","4.6","(500+)","Singapore",""
"x4xf","Gong Cha (Tampines Central)","Bubble Tea","4.8","(500+)","Singapore",""
"esxz","TELUR THAI (Tampines Mall)","Thai","4.1","(83)","Singapore",""
"p9we","Fish Soup (Tampines Mall)","Seafood","4.5","(500+)","Singapore",""
"oy1y","KTMW (KATONG MEI WEI) Chicken Rice Tea-Cafe (East Village)","Chicken","4.6","(49)","Singapore",""
"x4sv","Indian Tandoor (East Village) - Restaurant Delivery","Indian","4.1","(500+)","Singapore",""
"sml0","HENG HENG JIAK MEEPOK (Sembawang)","Noodles","4.4","(100+)","Singapore",""
"v65r","Seoul Garden HotPot (Tampines Central)","Korean","4.5","(55)","Singapore",""
"u5da","Washoku Goen (Food Republic - Causeway Point)","Japanese","4.7","(500+)","Singapore",""
"rxqd","Seorae Korean Charcoal BBQ (Tampines Mall)","Korean","4.2","(100+)","Singapore",""
"t3ys","TIAN FU YUAN MALA HOTPOT (Tampines Mall)","Chinese","4.8","(9)","Singapore",""
"a3cp","Don Wuri (Bedok)","Rice Dishes","4.1","(100+)","Singapore",""
"z9bc","Tartini Kitchen (Causeway Point)","Grill","4.8","(100+)","Singapore",""
"rxfl","Squeeze (Pasir Ris Street 72)","Dessert","4.9","(48)","Singapore",""
"wj4o","Mr Putian (Upper Changi)","Fried Rice","3.9","(4)","Singapore",""
"s0cq","Swensen's (Tampines Mall)","Western","4.5","(3000+)","Singapore",""
"d3hj","Just Rosti (Bedok)","Western","3.6","(100+)","Singapore",""
"i3af","An-Nur Power Muslim Food (365 Sembawang Crescent) - Islandwide Delivery","Indian","5","(1)","Singapore",""
"squm","ZOUL'S CORNER (TAMAN JURONG)","4940 min","4.6","(100+)","Singapore",""
"g0lo","Slice Fish Soup (Tampines 1)","Soups","4.4","(100+)","Singapore",""
"w3oe","Shami Banana Leaf Delights (Food Republic - Causeway Point)","Indian","4.3","(2000+)","Singapore",""
"x8vi","Bumble Tea (Tampines Street 12)","Beverages","4.7","(1000+)","Singapore",""
"t7ve","Song Hua Jiang Restaurant松花江茶餐厅 (Woodlands)","Chinese","4.6","(100+)","Singapore",""
"x5dd","Ya Fu Mini Wok (Food Republic - Causeway Point)","Chinese","4.6","(1000+)","Singapore",""
"v8jb","Five Star Fast Food (Marsiling Mall)","Malaysian","4.6","(5000+)","Singapore",""
"y6yb","Western food (Kopitiam @ Pasir Ris West Plaza)","Chicken","4","(100+)","Singapore",""
"cof6","Wenkangji 文康 (Tampines 1)","Chinese","5","(3)","Singapore",""
"dg6o","Fish & Co (Causeway Point)","Western","4.6","(100+)","Singapore",""
"v6or","Pepper Lunch (Tampines 1)","Rice Dishes","4.6","(3000+)","Singapore",""
"zsgo","Steam Kitchen (Food Republic - Causeway Point)","Chinese","4.7","(100+)","Singapore",""
"v3xi","Hong Kong Sheng Kee Dessert (Causeway Point)","Chinese","4.6","(2000+)","Singapore",""
"ghjr","Hong Shi Chicken Rice (Kopitiam @ Pasir Ris West Plaza)","Chinese","5","(2)","Singapore",""
"k4bd","Yong Tau Foo (Causeway Point)","Yong Tau Foo","4.7","(500+)","Singapore",""
"u7hs","Chicken Rice (Causeway Point)","Chicken Rice","4.6","(2000+)","Singapore",""
"elo1","Chuan Mei Zi Mala Hotpot川妹子麻辣香锅 (Canberra)","Chinese","2.5","(3)","Singapore",""
"d0vr","Jin Long Roasted Delights 金龙烧腊飯,面,粥 (Taman Jurong Shopping Centre)","Rice Dishes","4.8","(100+)","Singapore",""
"qszj","Devil Chicken (Causeway Point)","Chicken","4.8","(100+)","Singapore",""
"yg2t","Tenderbest (Canberra)","Chicken","4.6","(2000+)","Singapore",""
"tpgj","Saute Saranghae (Tampines 1)","Vegetarian","3.6","(10)","Singapore",""
"c9h9","17 Yogurt (Tampines MRT)","Dessert","4.9","(100+)","Singapore",""
"xbm9","Beef King by Yassin Kampung (Marsiling Hawker Centre) - Islandwide Delivery","Fried Rice","3.9","(6)","Singapore",""
"x5wr","Formosa Delights / Homemade Noodle (Food Republic - Causeway Point)","Noodles","4.7","(100+)","Singapore",""
"lnji","THAI MACIK (Causeway Point)","Asian","4.1","(90)","Singapore",""
"a8il","Handmade Noodles & Fish Soup(板面&鱼汤)","Ban Mian","4.6","(1000+)","Singapore",""
"ughe","Bali Thai (Causeway Point) - Islandwide Delivery","Thai","4.6","(14)","Singapore",""
"v7yd","Sheng Kee Pau (Causeway Point)","Dim Sum ","4.6","(100+)","Singapore",""
"x1nk","KL Damansara Chilli Ban Mee (Bedok Shopping Complex)","Malaysian","4.8","(100+)","Singapore",""
"s8wi","Citrus By The Pool (Woodlands)","Italian","4.5","(3000+)","Singapore",""
"z4hi","Syed Cafe Prata (326 Bedok Rd)","Roti Prata","4.4","(100+)","Singapore",""
"k0f9","Siang Garden (T406)","Chinese","4.7","(57)","Singapore",""
"iwl8","Suka Ramai Food Stall (Marsiling Mall)","Malaysian","5","(2)","Singapore",""
"y7wt","EAT. (Woodlands MRT)","Noodles","4.4","(1000+)","Singapore",""
"x4rp","The Forage Cafe (Jalan Pari Burong)","Western","4.1","(100+)","Singapore",""
"pr5x","Kungfu Noodle - Handmade Xiao Long Bao (Marsiling Mall Hawker Centre)","Chinese","4.1","(15)","Singapore",""
"uayo","Dip 'n' Go (Woodlands MRT)","Chicken","4.5","(1000+)","Singapore",""
"s0fj","QQ Rice (Woodlands)","Asian","4.8","(500+)","Singapore",""
"fbxv","406 Claypot Delight & Stewed Soup (406 Tampines Street 41)","Chicken","4.3","(100+)","Singapore",""
"xyan","Sun Rise Japanese & Korean Cuisine (304 Woodlands)","Japanese","4.6","(100+)","Singapore",""
"a0bn","Shu Liu Xiang 蜀留香 (Woodlands MRT)","Chinese","4.7","(100+)","Singapore",""
"v8qe","Sinar Malay Seafood (Jurong)","Chinese","4.8","(5000+)","Singapore",""
"v5fy","Long Jiang Roasted Delights (Bedok Shopping Complex)","Rice Dishes","4.3","(100+)","Singapore",""
"x1sm","Syed Cafe (Bedok Road)","Indian","4.6","(100+)","Singapore",""
"fy03","Hey Coco (Marsiling Mall Hawker Centre)","Beverages","2.2","(16)","Singapore",""
"l17h","Lavender Rice Kitchen (361 Sembawang Crescent)","Nasi Lemak","4.5","(100+)","Singapore",""
"x6sp","Fitri Creations Bakery (Sembawang Sun Natura)","Cakes","4.6","(2000+)","Singapore",""
"qcl2","Mei Xiang Yuan 美香園 Satay & Rojak (Marsiling Mall) - Islandwide Delivery","Chinese","4.6","(34)","Singapore",""
"hwj9","Syed Cafe Jasra Prata Guys (Bedok Road)","Sandwiches","4.4","(98)","Singapore",""
"fgsq","Pham Quyen Streetfood (Bedok Rd,)","Vietnamese","4.3","(100+)","Singapore",""
"erzh","Muhamad's Teh Tarik Eating House (503 Tampines Cen 1)","4955 min","4.1","(100+)","Singapore",""
"l3r1","The Cold Cup (Woodlands Drive 72)","Beverages","5","(19)","Singapore",""
"x2ma","Hui En Vegetarian (Marsiling Mall Hawker Centre)","Chinese","4.8","(500+)","Singapore",""
